,sent_file,token,lemma,from,to,semtag,output
10615,pmb-4.0.0/data/en/gold/p99/d1432/en.drs.xml,"['The', 'price', 'is', 'kind~of', 'high', 'for', 'a', 'used', 'car', '.']","['the', 'price', 'be', 'kind~of', 'high', 'for', 'a', 'used', 'car', '.']","[0, 4, 10, 13, 21, 26, 30, 32, 37, 40]","[3, 9, 12, 20, 25, 29, 31, 36, 40, 41]","['DEF', 'CON', 'NOW', 'INT', 'IST', 'REL', 'DIS', 'IST', 'CON', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'price', '; ', 'NOW: ', 'is', '; ', 'INT: ', 'kind~of', '; ', 'IST: ', 'high', '; ', 'REL: ', 'for', '; ', 'DIS: ', 'a', '; ', 'IST: ', 'used', '; ', 'CON: ', 'car', '; ', 'NIL: ', '.']"
9390,pmb-4.0.0/data/en/gold/p85/d3126/en.drs.xml,"['We', 'associate', 'ø', 'Egypt', 'with', 'the', 'Nile', '.']","['speaker', 'associate', 'ø', 'egypt', 'with', 'the', 'nile', '.']","[0, 3, 13, 13, 19, 24, 28, 32]","[2, 12, -1, 18, 23, 27, 32, 33]","['PRO', 'ENS', 'DEF', 'GPE', 'REL', 'DEF', 'GEO', 'NIL']","['PRO: ', 'We', '; ', 'ENS: ', 'associate', '; ', 'DEF: ', 'ø', '; ', 'GPE: ', 'Egypt', '; ', 'REL: ', 'with', '; ', 'DEF: ', 'the', '; ', 'GEO: ', 'Nile', '; ', 'NIL: ', '.']"
2306,pmb-4.0.0/data/en/gold/p11/d1930/en.drs.xml,"['He', 'is', 'a', 'good', 'violinist', ',', 'is', ""n't"", 'he', '?']","['male', 'be', 'a', 'good', 'violinist', ',', 'be', 'not', 'male', '?']","[0, 3, 6, 8, 13, 22, 24, 26, 30, 32]","[2, 5, 7, 12, 22, 23, 26, 29, 32, 33]","['PRO', 'ENS', 'DIS', 'IST', 'ROL', 'NIL', 'ENS', 'NOT', 'PRO', 'QUE']","['PRO: ', 'He', '; ', 'ENS: ', 'is', '; ', 'DIS: ', 'a', '; ', 'IST: ', 'good', '; ', 'ROL: ', 'violinist', '; ', 'NIL: ', ',', '; ', 'ENS: ', 'is', '; ', 'NOT: ', ""n't"", '; ', 'PRO: ', 'he', '; ', 'QUE: ', '?']"
6142,pmb-4.0.0/data/en/gold/p48/d1884/en.drs.xml,"['ø', 'Tom', 'has', 'been', 'acquitted', '.']","['ø', 'tom', 'have', 'be', 'acquit', '.']","[0, 0, 4, 8, 13, 22]","[-1, 3, 7, 12, 22, 23]","['DEF', 'PER', 'NOW', 'PFT', 'EXS', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'NOW: ', 'has', '; ', 'PFT: ', 'been', '; ', 'EXS: ', 'acquitted', '; ', 'NIL: ', '.']"
7382,pmb-4.0.0/data/en/gold/p61/d2827/en.drs.xml,"['Nothing', ""'s"", 'sacred', '.']","['entity', 'be', 'sacred', '.']","[0, 7, 10, 16]","[7, 9, 16, 17]","['NOT', 'NOW', 'IST', 'NIL']","['NOT: ', 'Nothing', '; ', 'NOW: ', ""'s"", '; ', 'IST: ', 'sacred', '; ', 'NIL: ', '.']"
9968,pmb-4.0.0/data/en/gold/p92/d0902/en.drs.xml,"['This', 'shoe', 'is', 'a', 'size', 'bigger', '.']","['this', 'shoe', 'be', '1', 'size', 'big', '.']","[0, 5, 10, 13, 15, 20, 26]","[4, 9, 12, 14, 19, 26, 27]","['PRX', 'CON', 'NOW', 'QUC', 'UOM', 'MOR', 'NIL']","['PRX: ', 'This', '; ', 'CON: ', 'shoe', '; ', 'NOW: ', 'is', '; ', 'QUC: ', 'a', '; ', 'UOM: ', 'size', '; ', 'MOR: ', 'bigger', '; ', 'NIL: ', '.']"
127,pmb-4.0.0/data/en/gold/p00/d1593/en.drs.xml,"['I', 'will', 'not', 'lie', 'to', 'her', '.']","['speaker', 'will', 'not', 'lie', 'to', 'female', '.']","[0, 2, 7, 11, 15, 18, 21]","[1, 6, 10, 14, 17, 21, 22]","['PRO', 'FUT', 'NOT', 'EXS', 'REL', 'PRO', 'NIL']","['PRO: ', 'I', '; ', 'FUT: ', 'will', '; ', 'NOT: ', 'not', '; ', 'EXS: ', 'lie', '; ', 'REL: ', 'to', '; ', 'PRO: ', 'her', '; ', 'NIL: ', '.']"
5385,pmb-4.0.0/data/en/gold/p40/d0873/en.drs.xml,"['He', 'listened', 'to', 'ø', 'music', 'in', 'his', 'room', '.']","['male', 'listen', 'to', 'ø', 'music', 'in', 'male', 'room', '.']","[0, 3, 12, 15, 15, 21, 24, 28, 32]","[2, 11, 14, -1, 20, 23, 27, 32, 33]","['PRO', 'EPS', 'REL', 'DIS', 'CON', 'REL', 'HAS', 'CON', 'NIL']","['PRO: ', 'He', '; ', 'EPS: ', 'listened', '; ', 'REL: ', 'to', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'music', '; ', 'REL: ', 'in', '; ', 'HAS: ', 'his', '; ', 'CON: ', 'room', '; ', 'NIL: ', '.']"
1443,pmb-4.0.0/data/en/gold/p06/d1689/en.drs.xml,"['She', 'is', 'bored', 'with', 'this', 'novel', '.']","['female', 'be', 'bored', 'with', 'this', 'novel', '.']","[0, 4, 7, 13, 18, 23, 28]","[3, 6, 12, 17, 22, 28, 29]","['PRO', 'NOW', 'IST', 'REL', 'PRX', 'CON', 'NIL']","['PRO: ', 'She', '; ', 'NOW: ', 'is', '; ', 'IST: ', 'bored', '; ', 'REL: ', 'with', '; ', 'PRX: ', 'this', '; ', 'CON: ', 'novel', '; ', 'NIL: ', '.']"
661,pmb-4.0.0/data/en/gold/p02/d0818/en.drs.xml,"['I', 'stretched', 'out', 'my', 'hand', 'for', 'the', 'book', '.']","['speaker', 'stretch~out', 'out', 'speaker', 'hand', 'for', 'the', 'book', '.']","[0, 2, 12, 16, 19, 24, 28, 32, 36]","[1, 11, 15, 18, 23, 27, 31, 36, 37]","['PRO', 'EPS', 'REL', 'HAS', 'CON', 'REL', 'DEF', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'EPS: ', 'stretched', '; ', 'REL: ', 'out', '; ', 'HAS: ', 'my', '; ', 'CON: ', 'hand', '; ', 'REL: ', 'for', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'book', '; ', 'NIL: ', '.']"
9647,pmb-4.0.0/data/en/gold/p89/d1374/en.drs.xml,"['I', ""'m"", 'sort~of', 'happy', '.']","['speaker', 'be', 'sort~of', 'happy', '.']","[0, 1, 4, 12, 17]","[1, 3, 11, 17, 18]","['PRO', 'NOW', 'INT', 'IST', 'NIL']","['PRO: ', 'I', '; ', 'NOW: ', ""'m"", '; ', 'INT: ', 'sort~of', '; ', 'IST: ', 'happy', '; ', 'NIL: ', '.']"
8291,pmb-4.0.0/data/en/gold/p72/d3507/en.drs.xml,"['ø', 'Two', 'sheep', 'were', 'killed', 'by', 'a', 'wolf', '.']","['ø', '2', 'sheep', 'be', 'kill', 'by', 'a', 'wolf', '.']","[0, 0, 4, 10, 15, 22, 25, 27, 31]","[-1, 3, 9, 14, 21, 24, 26, 31, 32]","['DIS', 'QUC', 'CON', 'PST', 'EXS', 'REL', 'DIS', 'CON', 'NIL']","['DIS: ', 'ø', '; ', 'QUC: ', 'Two', '; ', 'CON: ', 'sheep', '; ', 'PST: ', 'were', '; ', 'EXS: ', 'killed', '; ', 'REL: ', 'by', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'wolf', '; ', 'NIL: ', '.']"
4069,pmb-4.0.0/data/en/gold/p26/d2348/en.drs.xml,"['She', 'may', 'spill', 'the', 'beans', '.']","['female', 'may', 'spill', 'the', 'secret', '.']","[0, 4, 8, 14, 18, 23]","[3, 7, 13, 17, 23, 24]","['PRO', 'POS', 'EXS', 'DEF', 'CON', 'NIL']","['PRO: ', 'She', '; ', 'POS: ', 'may', '; ', 'EXS: ', 'spill', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'beans', '; ', 'NIL: ', '.']"
5997,pmb-4.0.0/data/en/gold/p46/d2350/en.drs.xml,"['Is', 'this', 'paper', 'white', '?']","['be', 'this', 'paper', 'white', '?']","[0, 3, 8, 14, 19]","[2, 7, 13, 19, 20]","['NOW', 'PRX', 'CON', 'COL', 'QUE']","['NOW: ', 'Is', '; ', 'PRX: ', 'this', '; ', 'CON: ', 'paper', '; ', 'COL: ', 'white', '; ', 'QUE: ', '?']"
8023,pmb-4.0.0/data/en/gold/p70/d1459/en.drs.xml,"['I', 'play', 'ø', 'video~games', '.']","['speaker', 'play', 'ø', 'video~game', '.']","[0, 2, 7, 7, 18]","[1, 6, -1, 18, 19]","['PRO', 'ENS', 'DIS', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'ENS: ', 'play', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'video~games', '; ', 'NIL: ', '.']"
4967,pmb-4.0.0/data/en/gold/p35/d2450/en.drs.xml,"['ø', 'Jesus', 'wept', '.']","['ø', 'jesus', 'weep', '.']","[0, 0, 6, 10]","[-1, 5, 10, 11]","['DEF', 'PER', 'EPS', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Jesus', '; ', 'EPS: ', 'wept', '; ', 'NIL: ', '.']"
6175,pmb-4.0.0/data/en/gold/p48/d2910/en.drs.xml,"['She', 'grabbed', 'her', 'towel', 'and', 'headed', 'for', 'the', 'beach', '.']","['female', 'grab', 'female', 'towel', 'and', 'head', 'for', 'the', 'beach', '.']","[0, 4, 12, 16, 22, 26, 33, 37, 41, 46]","[3, 11, 15, 21, 25, 32, 36, 40, 46, 47]","['PRO', 'EPS', 'HAS', 'CON', 'COO', 'EPS', 'REL', 'DEF', 'CON', 'NIL']","['PRO: ', 'She', '; ', 'EPS: ', 'grabbed', '; ', 'HAS: ', 'her', '; ', 'CON: ', 'towel', '; ', 'COO: ', 'and', '; ', 'EPS: ', 'headed', '; ', 'REL: ', 'for', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'beach', '; ', 'NIL: ', '.']"
9676,pmb-4.0.0/data/en/gold/p89/d2072/en.drs.xml,"['ø', 'Tom', 'comforted', 'ø', 'Mary', '.']","['ø', 'tom', 'comfort', 'ø', 'mary', '.']","[0, 0, 4, 14, 14, 18]","[-1, 3, 13, -1, 18, 19]","['DEF', 'PER', 'EPS', 'DEF', 'PER', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'EPS: ', 'comforted', '; ', 'DEF: ', 'ø', '; ', 'PER: ', 'Mary', '; ', 'NIL: ', '.']"
3890,pmb-4.0.0/data/en/gold/p24/d3478/en.drs.xml,"['She', ""'s"", 'painting', 'her', 'room', 'white', '.']","['female', 'be', 'paint', 'female', 'room', 'white', '.']","[0, 3, 6, 15, 19, 24, 29]","[3, 5, 14, 18, 23, 29, 30]","['PRO', 'NOW', 'EXG', 'HAS', 'CON', 'COL', 'NIL']","['PRO: ', 'She', '; ', 'NOW: ', ""'s"", '; ', 'EXG: ', 'painting', '; ', 'HAS: ', 'her', '; ', 'CON: ', 'room', '; ', 'COL: ', 'white', '; ', 'NIL: ', '.']"
2635,pmb-4.0.0/data/en/gold/p13/d3256/en.drs.xml,"['I', 'really', 'must', 'have', 'my', 'watch', 'repaired', '.']","['speaker', 'really', 'must', 'have', 'speaker', 'watch', 'repair', '.']","[0, 2, 9, 14, 19, 22, 28, 36]","[1, 8, 13, 18, 21, 27, 36, 37]","['PRO', 'EMP', 'NEC', 'FUT', 'HAS', 'CON', 'EXS', 'NIL']","['PRO: ', 'I', '; ', 'EMP: ', 'really', '; ', 'NEC: ', 'must', '; ', 'FUT: ', 'have', '; ', 'HAS: ', 'my', '; ', 'CON: ', 'watch', '; ', 'EXS: ', 'repaired', '; ', 'NIL: ', '.']"
3783,pmb-4.0.0/data/en/gold/p23/d3069/en.drs.xml,"['ø', 'Marrakesh', 'is', 'hotter', 'than', 'ø', 'Paris', '.']","['ø', 'marrakesh', 'be', 'hot', 'than', 'ø', 'paris', '.']","[0, 0, 10, 13, 20, 25, 25, 30]","[-1, 9, 12, 19, 24, -1, 30, 31]","['DEF', 'GPE', 'NOW', 'MOR', 'REL', 'DEF', 'GPE', 'NIL']","['DEF: ', 'ø', '; ', 'GPE: ', 'Marrakesh', '; ', 'NOW: ', 'is', '; ', 'MOR: ', 'hotter', '; ', 'REL: ', 'than', '; ', 'DEF: ', 'ø', '; ', 'GPE: ', 'Paris', '; ', 'NIL: ', '.']"
9524,pmb-4.0.0/data/en/gold/p87/d2325/en.drs.xml,"['A', 'big', 'typhoon', 'is', 'approaching', '.']","['a', 'big', 'typhoon', 'be', 'approach', '.']","[0, 2, 6, 14, 17, 28]","[1, 5, 13, 16, 28, 29]","['DIS', 'DEG', 'CON', 'NOW', 'EXG', 'NIL']","['DIS: ', 'A', '; ', 'DEG: ', 'big', '; ', 'CON: ', 'typhoon', '; ', 'NOW: ', 'is', '; ', 'EXG: ', 'approaching', '; ', 'NIL: ', '.']"
4874,pmb-4.0.0/data/en/gold/p34/d2397/en.drs.xml,"['The', 'children', 'played', 'in', 'the', 'garden', '.']","['the', 'child', 'play', 'in', 'the', 'garden', '.']","[0, 4, 13, 20, 23, 27, 33]","[3, 12, 19, 22, 26, 33, 34]","['DEF', 'CON', 'EPS', 'REL', 'DEF', 'CON', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'children', '; ', 'EPS: ', 'played', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'garden', '; ', 'NIL: ', '.']"
3505,pmb-4.0.0/data/en/gold/p21/d1392/en.drs.xml,"['How', 'high', 'is', 'the', ""pitcher's~mound"", '?']","['how', 'high', 'be', 'the', ""pitcher's~mound"", '?']","[0, 4, 9, 12, 16, 31]","[3, 8, 11, 15, 31, 32]","['QUE', 'DEG', 'NOW', 'DEF', 'CON', 'QUE']","['QUE: ', 'How', '; ', 'DEG: ', 'high', '; ', 'NOW: ', 'is', '; ', 'DEF: ', 'the', '; ', 'CON: ', ""pitcher's~mound"", '; ', 'QUE: ', '?']"
4068,pmb-4.0.0/data/en/gold/p26/d2321/en.drs.xml,"['We', 'watched', 'a', 'movie', '.']","['speaker', 'watch', 'a', 'movie', '.']","[0, 3, 11, 13, 18]","[2, 10, 12, 18, 19]","['PRO', 'EPS', 'DIS', 'CON', 'NIL']","['PRO: ', 'We', '; ', 'EPS: ', 'watched', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'movie', '; ', 'NIL: ', '.']"
6440,pmb-4.0.0/data/en/gold/p50/d3048/en.drs.xml,"['A', 'squirrel', 'hid', 'among', 'the', 'branches', '.']","['a', 'squirrel', 'hide', 'among', 'the', 'branch', '.']","[0, 2, 11, 15, 21, 25, 33]","[1, 10, 14, 20, 24, 33, 34]","['DIS', 'CON', 'EPS', 'REL', 'DEF', 'CON', 'NIL']","['DIS: ', 'A', '; ', 'CON: ', 'squirrel', '; ', 'EPS: ', 'hid', '; ', 'REL: ', 'among', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'branches', '; ', 'NIL: ', '.']"
2709,pmb-4.0.0/data/en/gold/p14/d2169/en.drs.xml,"['The', 'plane', 'took', 'off', 'from', 'ø', 'Narita', 'at', 'ø', '10~a.m', '.']","['the', 'plane', 'take~off', 'off', 'from', 'ø', 'narita', 'at', 'ø', '10:00', '.']","[0, 4, 10, 15, 19, 24, 24, 31, 34, 34, 40]","[3, 9, 14, 18, 23, -1, 30, 33, -1, 40, 41]","['DEF', 'CON', 'EPS', 'REL', 'REL', 'DEF', 'GPE', 'REL', 'DEF', 'CLO', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'plane', '; ', 'EPS: ', 'took', '; ', 'REL: ', 'off', '; ', 'REL: ', 'from', '; ', 'DEF: ', 'ø', '; ', 'GPE: ', 'Narita', '; ', 'REL: ', 'at', '; ', 'DEF: ', 'ø', '; ', 'CLO: ', '10~a.m', '; ', 'NIL: ', '.']"
3753,pmb-4.0.0/data/en/gold/p23/d2108/en.drs.xml,"['The', 'bulb', 'has', 'burned', 'out', '.']","['the', 'bulb', 'have', 'burn~out', 'out', '.']","[0, 4, 9, 13, 20, 23]","[3, 8, 12, 19, 23, 24]","['DEF', 'CON', 'NOW', 'EXT', 'REL', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'bulb', '; ', 'NOW: ', 'has', '; ', 'EXT: ', 'burned', '; ', 'REL: ', 'out', '; ', 'NIL: ', '.']"
646,pmb-4.0.0/data/en/gold/p01/d3505/en.drs.xml,"['ø', 'Tom', 'does', ""n't"", 'live', 'in', 'ø', 'Boston', 'anymore', '.']","['ø', 'tom', 'do', 'not', 'live', 'in', 'ø', 'boston', 'anymore', '.']","[0, 0, 4, 8, 12, 17, 20, 20, 27, 34]","[-1, 3, 8, 11, 16, 19, -1, 26, 34, 35]","['DEF', 'PER', 'NOW', 'NOT', 'EXS', 'REL', 'DEF', 'GPE', 'ALT', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'NOW: ', 'does', '; ', 'NOT: ', ""n't"", '; ', 'EXS: ', 'live', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'ø', '; ', 'GPE: ', 'Boston', '; ', 'ALT: ', 'anymore', '; ', 'NIL: ', '.']"
9194,pmb-4.0.0/data/en/gold/p83/d1387/en.drs.xml,"['What', 'ship', 'did', 'the', 'oil~tanker', '""', 'New~World', '""', 'crash', 'into', '?']","['entity', 'ship', 'do', 'the', 'oil~tanker', '""', 'new~world', '""', 'crash', 'into', '?']","[0, 5, 10, 14, 18, 29, 30, 39, 41, 47, 51]","[4, 9, 13, 17, 28, 30, 39, 40, 46, 51, 52]","['QUE', 'CON', 'PST', 'DEF', 'CON', 'NIL', 'NTH', 'NIL', 'EXS', 'REL', 'QUE']","['QUE: ', 'What', '; ', 'CON: ', 'ship', '; ', 'PST: ', 'did', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'oil~tanker', '; ', 'NIL: ', '""', '; ', 'NTH: ', 'New~World', '; ', 'NIL: ', '""', '; ', 'EXS: ', 'crash', '; ', 'REL: ', 'into', '; ', 'QUE: ', '?']"
10700,pmb-4.0.0/data/en/gold/p99/d3309/en.drs.xml,"['ø', 'Picasso', 'painted', 'this', 'picture', 'in', 'ø', '1950', '.']","['ø', 'picasso', 'paint', 'this', 'picture', 'in', 'ø', '1950', '.']","[0, 0, 8, 16, 21, 29, 32, 32, 36]","[-1, 7, 15, 20, 28, 31, -1, 36, 37]","['DEF', 'PER', 'EPS', 'PRX', 'CON', 'REL', 'DEF', 'YOC', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Picasso', '; ', 'EPS: ', 'painted', '; ', 'PRX: ', 'this', '; ', 'CON: ', 'picture', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'ø', '; ', 'YOC: ', '1950', '; ', 'NIL: ', '.']"
7304,pmb-4.0.0/data/en/gold/p60/d3327/en.drs.xml,"['You', ""'re"", 'not', 'my', 'girlfriend', 'anymore', '.']","['hearer', 'be', 'not', 'speaker', 'girlfriend', 'anymore', '.']","[0, 3, 7, 11, 14, 25, 32]","[3, 6, 10, 13, 24, 32, 33]","['PRO', 'ENS', 'NOT', 'HAS', 'ROL', 'ALT', 'NIL']","['PRO: ', 'You', '; ', 'ENS: ', ""'re"", '; ', 'NOT: ', 'not', '; ', 'HAS: ', 'my', '; ', 'ROL: ', 'girlfriend', '; ', 'ALT: ', 'anymore', '; ', 'NIL: ', '.']"
8111,pmb-4.0.0/data/en/gold/p70/d2965/en.drs.xml,"['ø', 'Tom', 'jotted', 'down', 'something', 'in', 'his', 'notebook', '.']","['ø', 'tom', 'jot~down', 'down', 'entity', 'in', 'male', 'notebook', '.']","[0, 0, 4, 11, 16, 26, 29, 33, 41]","[-1, 3, 10, 15, 25, 28, 32, 41, 42]","['DEF', 'PER', 'EPS', 'REL', 'DIS', 'REL', 'HAS', 'CON', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'EPS: ', 'jotted', '; ', 'REL: ', 'down', '; ', 'DIS: ', 'something', '; ', 'REL: ', 'in', '; ', 'HAS: ', 'his', '; ', 'CON: ', 'notebook', '; ', 'NIL: ', '.']"
4877,pmb-4.0.0/data/en/gold/p34/d2438/en.drs.xml,"['ø', 'Yoko', 'is', 'in', 'ø', 'London', 'now', '.', 'She', ""'s"", 'studying', 'ø', 'English', '.']","['ø', 'yoko', 'be', 'in', 'ø', 'london', 'now', '.', 'female', 'be', 'study', 'ø', 'english', '.']","[0, 0, 5, 8, 11, 11, 18, 21, 23, 26, 29, 38, 38, 45]","[-1, 4, 7, 10, -1, 17, 21, 22, 26, 28, 37, -1, 45, 46]","['DEF', 'PER', 'ENS', 'REL', 'DEF', 'GPE', 'NOW', 'NIL', 'PRO', 'NOW', 'EXG', 'DIS', 'CON', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Yoko', '; ', 'ENS: ', 'is', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'ø', '; ', 'GPE: ', 'London', '; ', 'NOW: ', 'now', '; ', 'NIL: ', '.', 'PRO: ', 'She', '; ', 'NOW: ', ""'s"", '; ', 'EXG: ', 'studying', '; ', 'DEF: ', 'ø', '; ', 'CON: ', 'English', '; ', 'NIL: ', '.']"
5073,pmb-4.0.0/data/en/gold/p36/d2867/en.drs.xml,"['I', 'have', ""n't"", 'kissed', 'ø', 'Tom', 'yet', '.']","['speaker', 'have', 'not', 'kiss', 'ø', 'tom', 'yet', '.']","[0, 2, 6, 10, 17, 17, 21, 24]","[1, 6, 9, 16, -1, 20, 24, 25]","['PRO', 'NOW', 'NOT', 'EXT', 'DEF', 'PER', 'ALT', 'NIL']","['PRO: ', 'I', '; ', 'NOW: ', 'have', '; ', 'NOT: ', ""n't"", '; ', 'EXT: ', 'kissed', '; ', 'DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'ALT: ', 'yet', '; ', 'NIL: ', '.']"
8326,pmb-4.0.0/data/en/gold/p73/d1745/en.drs.xml,"['I', ""'ll"", 'eat', 'something', 'light', '.']","['speaker', 'will', 'eat', 'entity', 'light', '.']","[0, 1, 5, 9, 19, 24]","[1, 4, 8, 18, 24, 25]","['PRO', 'FUT', 'EXS', 'DIS', 'IST', 'NIL']","['PRO: ', 'I', '; ', 'FUT: ', ""'ll"", '; ', 'EXS: ', 'eat', '; ', 'DIS: ', 'something', '; ', 'IST: ', 'light', '; ', 'NIL: ', '.']"
2665,pmb-4.0.0/data/en/gold/p14/d1410/en.drs.xml,"['No', 'one', ""'s"", 'blaming', 'you', '.']","['no', 'person', 'be', 'blame', 'hearer', '.']","[0, 3, 6, 9, 17, 20]","[2, 6, 8, 16, 20, 21]","['NOT', 'CON', 'NOW', 'EXG', 'PRO', 'NIL']","['NOT: ', 'No', '; ', 'CON: ', 'one', '; ', 'NOW: ', ""'s"", '; ', 'EXG: ', 'blaming', '; ', 'PRO: ', 'you', '; ', 'NIL: ', '.']"
5435,pmb-4.0.0/data/en/gold/p40/d2094/en.drs.xml,"['I', 'already', 'told', 'you', 'that', 'a', 'hundred', 'times', '.']","['speaker', 'already', 'tell', 'hearer', 'entity', 'a', '100', 'time', '.']","[0, 2, 10, 15, 19, 24, 26, 34, 39]","[1, 9, 14, 18, 23, 25, 33, 39, 40]","['PRO', 'ALT', 'EPS', 'PRO', 'DST', 'REL', 'QUC', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'ALT: ', 'already', '; ', 'EPS: ', 'told', '; ', 'PRO: ', 'you', '; ', 'DST: ', 'that', '; ', 'REL: ', 'a', '; ', 'QUC: ', 'hundred', '; ', 'CON: ', 'times', '; ', 'NIL: ', '.']"
4375,pmb-4.0.0/data/en/gold/p29/d2866/en.drs.xml,"['ø', 'Tom', 'and', 'ø', 'Mary', 'killed', 'themselves', '.']","['ø', 'tom', 'and', 'ø', 'mary', 'kill', 'person', '.']","[0, 0, 4, 8, 8, 13, 20, 30]","[-1, 3, 7, -1, 12, 19, 30, 31]","['DEF', 'PER', 'GRP', 'DEF', 'PER', 'EPS', 'REF', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'GRP: ', 'and', '; ', 'DEF: ', 'ø', '; ', 'PER: ', 'Mary', '; ', 'EPS: ', 'killed', '; ', 'REF: ', 'themselves', '; ', 'NIL: ', '.']"
6820,pmb-4.0.0/data/en/gold/p55/d2229/en.drs.xml,"['I', ""'m"", 'not', 'a', 'Nazi', '!']","['speaker', 'be', 'not', 'a', 'nazi', '!']","[0, 1, 4, 8, 10, 14]","[1, 3, 7, 9, 14, 15]","['PRO', 'ENS', 'NOT', 'DIS', 'ROL', 'EMP']","['PRO: ', 'I', '; ', 'ENS: ', ""'m"", '; ', 'NOT: ', 'not', '; ', 'DIS: ', 'a', '; ', 'ROL: ', 'Nazi', '; ', 'EMP: ', '!']"
10054,pmb-4.0.0/data/en/gold/p93/d0893/en.drs.xml,"['It', 'was', 'ø', 'eighty', 'meters', 'long', '.']","['entity', 'be', 'ø', '80', 'meter', 'long', '.']","[0, 3, 7, 7, 14, 21, 25]","[2, 6, -1, 13, 20, 25, 26]","['PRO', 'PST', 'DIS', 'QUC', 'UOM', 'DEG', 'NIL']","['PRO: ', 'It', '; ', 'PST: ', 'was', '; ', 'DIS: ', 'ø', '; ', 'QUC: ', 'eighty', '; ', 'UOM: ', 'meters', '; ', 'DEG: ', 'long', '; ', 'NIL: ', '.']"
2764,pmb-4.0.0/data/en/gold/p15/d0787/en.drs.xml,"['Not', 'all', 'children', 'like', 'ø', 'apples', '.']","['not', 'all', 'child', 'like', 'ø', 'apple', '.']","[0, 4, 8, 17, 22, 22, 28]","[3, 7, 16, 21, -1, 28, 29]","['NOT', 'AND', 'CON', 'ENS', 'DIS', 'CON', 'NIL']","['NOT: ', 'Not', '; ', 'AND: ', 'all', '; ', 'CON: ', 'children', '; ', 'ENS: ', 'like', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'apples', '; ', 'NIL: ', '.']"
5175,pmb-4.0.0/data/en/gold/p37/d3016/en.drs.xml,"['ø', 'Tom', 'is', 'a', 'Peeping~Tom', '.']","['ø', 'tom', 'be', 'a', 'peeping~tom', '.']","[0, 0, 4, 7, 9, 20]","[-1, 3, 6, 8, 20, 21]","['DEF', 'PER', 'ENS', 'DIS', 'CON', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'ENS: ', 'is', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'Peeping~Tom', '; ', 'NIL: ', '.']"
9571,pmb-4.0.0/data/en/gold/p88/d1374/en.drs.xml,"['ø', 'Day', 'is', 'breaking', '.']","['ø', 'day', 'be', 'break', '.']","[0, 0, 4, 7, 15]","[-1, 3, 6, 15, 16]","['DIS', 'CON', 'NOW', 'EXG', 'NIL']","['DIS: ', 'ø', '; ', 'CON: ', 'Day', '; ', 'NOW: ', 'is', '; ', 'EXG: ', 'breaking', '; ', 'NIL: ', '.']"
9985,pmb-4.0.0/data/en/gold/p92/d1846/en.drs.xml,"['I', 'bought', 'ø', 'Tom', 'a', 'laptop', '.']","['speaker', 'buy', 'ø', 'tom', 'a', 'laptop', '.']","[0, 2, 9, 9, 13, 15, 21]","[1, 8, -1, 12, 14, 21, 22]","['PRO', 'EPS', 'DEF', 'PER', 'DIS', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'EPS: ', 'bought', '; ', 'DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'laptop', '; ', 'NIL: ', '.']"
